constituency_no,constituency_name,total_electors,serial_no,candidate_name,sex,age,category,party,symbol,general_votes,postal_votes,total_votes,vote_pct,winner
130,VAMANAPURAM,,4,K DAMODHARAN POTTI,M,53,GEN,BJP,,2835,4,2839,,False
130,VAMANAPURAM,,5,ADV SHINE DINESH,M,30,GEN,IND,,1666,0,1666,,False
130,VAMANAPURAM,,6,ANILKUMAR,M,32,SC,IND,,738,0,738,,False
130,VAMANAPURAM,,7,ARUNDHATHI,F,59,GEN,IND,,529,0,529,,False
130,VAMANAPURAM,,8,ADV. SYAMLAL,M,43,GEN,IND,,421,0,421,,False
131,ARIYANAD,,1,G KARTHIKEYAN ARYANAD,M,56,GEN,INC,,42916,140,43056,,True
131,ARIYANAD,,2,T J CHANDRACHOODAN,M,65,GEN,RSP,,40613,245,40858,,False
131,ARIYANAD,,3,JOHN THOMAS ITHIYOOR,M,38,GEN,BJP,,1832,2,1834,,False
131,ARIYANAD,,4,DR. P.D.RAJAN,M,43,SC,BSP,,932,1,933,,False
131,ARIYANAD,,5,RICHARD BENNET,M,44,GEN,IND,,654,0,654,,False
131,ARIYANAD,,6,B L JOSE,M,38,GEN,LJP,,488,0,488,,False
131,ARIYANAD,,7,KARTHIKEYAN,M,70,GEN,IND,,406,0,406,,False
131,ARIYANAD,,8,B MURALEEDHARAN NAIR,M,42,GEN,IND,,244,0,244,,False
131,ARIYANAD,,9,G KARTHIKEYAN VARKALA,M,63,GEN,IND,,223,0,223,,False
131,ARIYANAD,,0,MUNDELA PRASAD,M,38,SC,IND,,216,0,2161,,False
131,ARIYANAD,,1,B SATHEESHKUMAR,M,32,GEN,AIADMK,,98,0,981,,False
132,NEDUMANGAD,,1,MANKODE RADHAKRISHNAN,M,41,GEN,CPI,,58210,464,58674,,True
132,NEDUMANGAD,,2,PALODE RAVI,M,56,GEN,INC,,58377,212,58589,,False
132,NEDUMANGAD,,3,ADV. R SUBRAMNIAN POTTY,M,40,GEN,BJP,,2969,1,2970,,False
132,NEDUMANGAD,,4,KARAKULAM SAJAN,M,29,SC,BSP,,1271,3,1274,,False
132,NEDUMANGAD,,5,S SREEKUMAR,M,30,GEN,IND,,758,0,758,,False
132,NEDUMANGAD,,6,RAVEENDRAN NAIR,M,62,GEN,IND,,470,0,470,,False
133,KAZHAKUTTAM,,1,M A VAHID,M,55,GEN,INC,,51150,146,51296,,True
133,KAZHAKUTTAM,,2,KADAKAMPALLY SURENDRAN,M,53,GEN,CPI(M),,50754,327,51081,,False
133,KAZHAKUTTAM,,3,MADAVOOR RADHAKRISHNAN UNNITHAN,M,58,GEN,BJP,,2494,5,2499,,False
133,KAZHAKUTTAM,,4,H P SHAJI,M,44,GEN,IND,,1963,2,1965,,False
133,KAZHAKUTTAM,,5,VENGODU SUNIL KUMAR,M,35,SC,BSP,,1423,0,1423,,False
133,KAZHAKUTTAM,,6,B K SURENDRAN,M,51,SC,IND,,668,0,668,,False
133,KAZHAKUTTAM,,7,SHAIJU P,M,26,SC,IND,,447,0,447,,False
134,TRIVANDRUM NORTH,,1,M VIJAYAKUMAR,M,56,GEN,CPI(M),,59533,612,60145,,True
134,TRIVANDRUM NORTH,,2,ADV K MOHANKUMAR,M,50,GEN,INC,,50101,320,50421,,False
134,TRIVANDRUM NORTH,,3,PRO. JAYALAKSHMI,F,56,GEN,BJP,,5590,21,5611,,False
134,TRIVANDRUM NORTH,,4,P KAMALASANAN,M,57,SC,BSP,,1413,2,1415,,False
134,TRIVANDRUM NORTH,,5,M ASHOKAN,M,40,SC,IND,,404,0,404,,False
134,TRIVANDRUM NORTH,,6,V T CHERIAN,M,44,GEN,IND,,328,0,328,,False
134,TRIVANDRUM NORTH,,7,R RAJESH CHANDRAN,M,32,GEN,IND,,321,1,322,,False
134,TRIVANDRUM NORTH,,8,MOHANAN,M,53,GEN,IND,,199,0,199,,False
135,TRIVANDRUM WEST,,1,V SURENDRAN PILLAI,M,48,GEN,KEC,,34915,162,35077,,True
135,TRIVANDRUM WEST,,2,SHOBHANA GEORGE,F,46,GEN,DIC,,21776,68,21844,,False
135,TRIVANDRUM WEST,,3,T SARATH CHANDRA PRASAD,M,48,GEN,IND,,10039,20,10059,,False
135,TRIVANDRUM WEST,,4,S DEVAN,M,50,GEN,IND,,2213,6,2219,,False
135,TRIVANDRUM WEST,,5,P S GOPAKUMAR,M,34,GEN,IND,,576,1,577,,False
135,TRIVANDRUM WEST,,6,SEBASTIAN G T,M,40,GEN,BSP,,567,0,567,,False
135,TRIVANDRUM WEST,,7,PHILIP JOSEPH,M,54,GEN,IND,,431,1,432,,False
135,TRIVANDRUM WEST,,8,V S GIREESHKUMAR,M,33,GEN,IND,,393,0,393,,False
135,TRIVANDRUM WEST,,9,M D WILLIAMS,M,67,GEN,AIADMK,,327,0,327,,False
135,TRIVANDRUM WEST,,0,V HARIKUMAR,M,45,GEN,IND,,319,0,3191,,False
136,TRIVANDRUM EAST,,1,V SIVANKUTTY,M,51,GEN,CPI(M),,34583,292,34875,,True
136,TRIVANDRUM EAST,,2,B VIJAYAKUMAR,M,57,GEN,INC,,32450,149,32599,,False
136,TRIVANDRUM EAST,,3,JYODEENDRAKUMAR,M,49,GEN,IND,,10810,37,10847,,False
136,TRIVANDRUM EAST,,4,T MURUKESAN,M,40,GEN,IND,,678,1,679,,False
136,TRIVANDRUM EAST,,5,M RAJEEV,M,28,SC,BSP,,666,1,667,,False
136,TRIVANDRUM EAST,,6,THYCAUD R  CHANDRN,M,43,GEN,IND,,369,0,369,,False
136,TRIVANDRUM EAST,,7,VIJAYAKUMAR,M,51,GEN,IND,,209,0,209,,False
136,TRIVANDRUM EAST,,8,ATTUKAL VIKRAMAN,M,56,GEN,IND,,139,1,140,,False
136,TRIVANDRUM EAST,,9,BABINGTON,M,56,GEN,IND,,111,0,111,,False
137,NEMOM,,1,N SAKTHAN,M,55,GEN,INC,,60691,193,60884,,True
137,NEMOM,,2,VENGANOOR P BHASKARAN,M,65,GEN,CPI(M),,49775,360,50135,,False
137,NEMOM,,3,MALAYINKEEZHU RADHAKRISHNAN,M,39,GEN,BJP,,6693,12,6705,,False
137,NEMOM,,4,ADV. ROBINSON DAVID,M,50,GEN,BSP,,1469,4,1473,,False
137,NEMOM,,5,SREEKUMAR,M,43,SC,IND,,529,1,530,,False
137,NEMOM,,6,RAJEEV R NAIR,M,32,GEN,AIADMK,,254,1,255,,False
138,KOVALAM,,1,ADV GEORGE MERCIER,M,53,GEN,INC,,38656,108,38764,,True
138,KOVALAM,,2,DR. A NEELALOHITHADASAN NADAR,M,58,GEN,IND,,27799,140,27939,,False
138,KOVALAM,,3,RUFUS DANIEL,M,52,GEN,JD(S),,26049,126,26175,,False
138,KOVALAM,,4,K SATHEESH KUMAR,M,42,GEN,BJP,,7107,9,7116,,False
138,KOVALAM,,5,VANDITHADAM VALSARAJAN,M,44,SC,BSP,,2730,1,2731,,False
138,KOVALAM,,6,ROSAMMA T,F,54,GEN,IND,,1588,0,1588,,False
138,KOVALAM,,7,J SISUPALAN,M,44,GEN,IND,,628,0,628,,False
138,KOVALAM,,8,FIROZ KHAN,M,33,GEN,IND,,533,0,533,,False
138,KOVALAM,,9,K ARUN KUMAR,M,37,GEN,IND,,472,0,472,,False
138,KOVALAM,,0,JAPAMANI CANAN,M,63,GEN,IND,,407,0,4071,,False
139,NEYYATTINKARA,,1,V J THANKAPPAN,M,71,GEN,CPI(M),,50122,229,50351,,True
139,NEYYATTINKARA,,2,THAMPANOOR RAVI,M,56,GEN,INC,,49488,117,49605,,False
139,NEYYATTINKARA,,3,K K PARAMESHWARANKUTTY,M,50,GEN,BJP,,3740,6,3746,,False
139,NEYYATTINKARA,,4,JYOTHIRAJ,M,39,SC,BSP,,1496,1,1497,,False
139,NEYYATTINKARA,,5,S KUNJUKRISHNAN,M,59,SC,IND,,630,2,632,,False
139,NEYYATTINKARA,,6,MOHANKUMAR,M,39,GEN,AIADMK,,583,1,584,,False
140,PARASSALA,,1,R SELVARAJ,M,52,GEN,CPI(M),,49055,242,49297,,True
140,PARASSALA,,2,N SUNDARAN NADAR,M,72,GEN,INC,,44736,154,44890,,False
140,PARASSALA,,3,DR. G SUDEVAN,M,58,SC,BSP,,1880,1,1881,,False
140,PARASSALA,,4,V ASOKAN,M,41,GEN,JD(U),,758,0,758,,False
140,PARASSALA,,5,K HAREENDRABABU,M,44,SC,IND,,618,0,618,,False
140,PARASSALA,,6,K SUKUMARAN,M,53,GEN,AIADMK,,415,0,415,,False
